ID;SoortMisdrijf;WijkenEnBuurten;Perioden;GeregistreerdeMisdrijven_1;Gemeentenaam_2;SoortRegio_3
38492;0.0.0 ;BU03100901;2024JJ00;153;                              ;        
38505;0.0.0 ;BU03100902;2024JJ00;26;                              ;        
38518;0.0.0 ;BU03100903;2024JJ00;23;                              ;        
38544;0.0.0 ;BU03101001;2024JJ00;160;                              ;        
38557;0.0.0 ;BU03101002;2024JJ00;59;                              ;        
38596;0.0.0 ;BU17280000;2024JJ00;77;                              ;        
38609;0.0.0 ;BU17280001;2024JJ00;13;                              ;        
38622;0.0.0 ;BU17280002;2024JJ00;9;                              ;        
38635;0.0.0 ;BU17280003;2024JJ00;42;                              ;        
38648;0.0.0 ;BU17280004;2024JJ00;12;                              ;        
38661;0.0.0 ;BU17280005;2024JJ00;17;                              ;        
38674;0.0.0 ;BU17280006;2024JJ00;76;                              ;        
38687;0.0.0 ;BU17280007;2024JJ00;2;                              ;        
38700;0.0.0 ;BU17280008;2024JJ00;52;                              ;        
38713;0.0.0 ;BU17280009;2024JJ00;36;                              ;        
38739;0.0.0 ;BU17280100;2024JJ00;4;                              ;        
38752;0.0.0 ;BU17280109;2024JJ00;2;                              ;        
38778;0.0.0 ;BU17280200;2024JJ00;29;                              ;        
38791;0.0.0 ;BU17280201;2024JJ00;6;                              ;        
38804;0.0.0 ;BU17280202;2024JJ00;36;                              ;        
38817;0.0.0 ;BU17280203;2024JJ00;10;                              ;        
38830;0.0.0 ;BU17280204;2024JJ00;27;                              ;        
38843;0.0.0 ;BU17280207;2024JJ00;20;                              ;        
38856;0.0.0 ;BU17280208;2024JJ00;23;                              ;        
38869;0.0.0 ;BU17280209;2024JJ00;20;                              ;        
38895;0.0.0 ;BU17280300;2024JJ00;22;                              ;        
38908;0.0.0 ;BU17280301;2024JJ00;4;                              ;        
38921;0.0.0 ;BU17280309;2024JJ00;5;                              ;        
38947;0.0.0 ;BU17280400;2024JJ00;13;                              ;        
38960;0.0.0 ;BU17280409;2024JJ00;6;                              ;        
38999;0.0.0 ;BU03760101;2024JJ00;71;                              ;        
39012;0.0.0 ;BU03760102;2024JJ00;173;                              ;        
39025;0.0.0 ;BU03760103;2024JJ00;11;                              ;        
39038;0.0.0 ;BU03760104;2024JJ00;58;                              ;        
39051;0.0.0 ;BU03760105;2024JJ00;19;                              ;        
39064;0.0.0 ;BU03760106;2024JJ00;4;                              ;        
39077;0.0.0 ;BU03760107;2024JJ00;1;                              ;        
39090;0.0.0 ;BU03760108;2024JJ00;0;                              ;        
39103;0.0.0 ;BU03760109;2024JJ00;3;                              ;        
39142;0.0.0 ;BU03770000;2024JJ00;206;                              ;        
39155;0.0.0 ;BU03770001;2024JJ00;8;                              ;        
39168;0.0.0 ;BU03770002;2024JJ00;15;                              ;        
39181;0.0.0 ;BU03770003;2024JJ00;16;                              ;        
39194;0.0.0 ;BU03770004;2024JJ00;20;                              ;        
39207;0.0.0 ;BU03770005;2024JJ00;10;                              ;        
39220;0.0.0 ;BU03770009;2024JJ00;184;                              ;        
39246;0.0.0 ;BU03770100;2024JJ00;201;                              ;        
39259;0.0.0 ;BU03770101;2024JJ00;11;                              ;        
39272;0.0.0 ;BU03770109;2024JJ00;20;                              ;        
39298;0.0.0 ;BU03770200;2024JJ00;109;                              ;        
39311;0.0.0 ;BU03770201;2024JJ00;35;                              ;        
39324;0.0.0 ;BU03770202;2024JJ00;17;                              ;        
39337;0.0.0 ;BU03770209;2024JJ00;24;                              ;        
39363;0.0.0 ;BU03770300;2024JJ00;33;                              ;        
39376;0.0.0 ;BU03770309;2024JJ00;14;                              ;        
39402;0.0.0 ;BU03770400;2024JJ00;36;                              ;        
39415;0.0.0 ;BU03770401;2024JJ00;27;                              ;        
39428;0.0.0 ;BU03770402;2024JJ00;26;                              ;        
39441;0.0.0 ;BU03770403;2024JJ00;2;                              ;        
39454;0.0.0 ;BU03770404;2024JJ00;35;                              ;        
39467;0.0.0 ;BU03770409;2024JJ00;5;                              ;        
39506;0.0.0 ;BU19010101;2024JJ00;2;                              ;        
39519;0.0.0 ;BU19010102;2024JJ00;11;                              ;        
39532;0.0.0 ;BU19010103;2024JJ00;51;                              ;        
39545;0.0.0 ;BU19010104;2024JJ00;56;                              ;        
39558;0.0.0 ;BU19010105;2024JJ00;40;                              ;        
39571;0.0.0 ;BU19010106;2024JJ00;6;                              ;        
39597;0.0.0 ;BU19010201;2024JJ00;12;                              ;        
39610;0.0.0 ;BU19010202;2024JJ00;15;                              ;        
39623;0.0.0 ;BU19010203;2024JJ00;4;                              ;        
39636;0.0.0 ;BU19010204;2024JJ00;59;                              ;        
39649;0.0.0 ;BU19010205;2024JJ00;55;                              ;        
39662;0.0.0 ;BU19010206;2024JJ00;106;                              ;        
39675;0.0.0 ;BU19010207;2024JJ00;7;                              ;        
39688;0.0.0 ;BU19010209;2024JJ00;21;                              ;        
39701;0.0.0 ;BU19010210;2024JJ00;32;                              ;        
39714;0.0.0 ;BU19010211;2024JJ00;18;                              ;        
39727;0.0.0 ;BU19010212;2024JJ00;54;                              ;        
39740;0.0.0 ;BU19010213;2024JJ00;17;                              ;        
39753;0.0.0 ;BU19010214;2024JJ00;13;                              ;        
39766;0.0.0 ;BU19010215;2024JJ00;21;                              ;        
39779;0.0.0 ;BU19010216;2024JJ00;28;                              ;        
39792;0.0.0 ;BU19010217;2024JJ00;27;                              ;        
39805;0.0.0 ;BU19010218;2024JJ00;9;                              ;        
39818;0.0.0 ;BU19010219;2024JJ00;15;                              ;        
39831;0.0.0 ;BU19010220;2024JJ00;13;                              ;        
39857;0.0.0 ;BU19010301;2024JJ00;28;                              ;        
39870;0.0.0 ;BU19010302;2024JJ00;28;                              ;        
39896;0.0.0 ;BU19010401;2024JJ00;0;                              ;        
39909;0.0.0 ;BU19010402;2024JJ00;3;                              ;        
39922;0.0.0 ;BU19010403;2024JJ00;3;                              ;        
39935;0.0.0 ;BU19010404;2024JJ00;17;                              ;        
39948;0.0.0 ;BU19010405;2024JJ00;303;                              ;        
39974;0.0.0 ;BU19010501;2024JJ00;10;                              ;        
39987;0.0.0 ;BU19010502;2024JJ00;13;                              ;        
40000;0.0.0 ;BU19010503;2024JJ00;17;                              ;        
40013;0.0.0 ;BU19010504;2024JJ00;24;                              ;        
40026;0.0.0 ;BU19010505;2024JJ00;65;                              ;        
40039;0.0.0 ;BU19010506;2024JJ00;27;                              ;        
40052;0.0.0 ;BU19010507;2024JJ00;57;                              ;        
40065;0.0.0 ;BU19010508;2024JJ00;23;                              ;        
40078;0.0.0 ;BU19010509;2024JJ00;44;                              ;        
40091;0.0.0 ;BU19010510;2024JJ00;0;                              ;        
40104;0.0.0 ;BU19010511;2024JJ00;15;                              ;        
40117;0.0.0 ;BU19010512;2024JJ00;5;                              ;        
40130;0.0.0 ;BU19010513;2024JJ00;1;                              ;        
40143;0.0.0 ;BU19010514;2024JJ00;3;                              ;        
40156;0.0.0 ;BU19010515;2024JJ00;3;                              ;        
40182;0.0.0 ;BU19010601;2024JJ00;1;                              ;        
40195;0.0.0 ;BU19010602;2024JJ00;18;                              ;        
40208;0.0.0 ;BU19010603;2024JJ00;1;                              ;        
40221;0.0.0 ;BU19010604;2024JJ00;1;                              ;        
40247;0.0.0 ;BU19010701;2024JJ00;5;                              ;        
40260;0.0.0 ;BU19010702;2024JJ00;23;                              ;        
40273;0.0.0 ;BU19010703;2024JJ00;16;                              ;        
40312;0.0.0 ;BU07550000;2024JJ00;148;                              ;        
40325;0.0.0 ;BU07550005;2024JJ00;42;                              ;        
40338;0.0.0 ;BU07550006;2024JJ00;28;                              ;        
40351;0.0.0 ;BU07550007;2024JJ00;21;                              ;        
40364;0.0.0 ;BU07550008;2024JJ00;32;                              ;        
40377;0.0.0 ;BU07550009;2024JJ00;5;                              ;        
40403;0.0.0 ;BU07550100;2024JJ00;18;                              ;        
40416;0.0.0 ;BU07550109;2024JJ00;17;                              ;        
40455;0.0.0 ;BU16810001;2024JJ00;8;                              ;        
40468;0.0.0 ;BU16810009;2024JJ00;2;                              ;        
40494;0.0.0 ;BU16810101;2024JJ00;5;                              ;        
40507;0.0.0 ;BU16810102;2024JJ00;18;                              ;        
40520;0.0.0 ;BU16810103;2024JJ00;14;                              ;        
40533;0.0.0 ;BU16810104;2024JJ00;15;                              ;        
40546;0.0.0 ;BU16810109;2024JJ00;6;                              ;        
40572;0.0.0 ;BU16810209;2024JJ00;4;                              ;        
40598;0.0.0 ;BU16810309;2024JJ00;3;                              ;        
40624;0.0.0 ;BU16817901;2024JJ00;6;                              ;        
40637;0.0.0 ;BU16817909;2024JJ00;0;                              ;        
40663;0.0.0 ;BU16818001;2024JJ00;14;                              ;        
40676;0.0.0 ;BU16818002;2024JJ00;13;                              ;        
40689;0.0.0 ;BU16818003;2024JJ00;16;                              ;        
40702;0.0.0 ;BU16818009;2024JJ00;1;                              ;        
40728;0.0.0 ;BU16818109;2024JJ00;1;                              ;        
40754;0.0.0 ;BU16818201;2024JJ00;5;                              ;        
40767;0.0.0 ;BU16818202;2024JJ00;15;                              ;        
40780;0.0.0 ;BU16818203;2024JJ00;13;                              ;        
40793;0.0.0 ;BU16818204;2024JJ00;12;                              ;        
40806;0.0.0 ;BU16818205;2024JJ00;1;                              ;        
40819;0.0.0 ;BU16818206;2024JJ00;33;                              ;        
40832;0.0.0 ;BU16818209;2024JJ00;25;                              ;        
40858;0.0.0 ;BU16818309;2024JJ00;1;                              ;        
40884;0.0.0 ;BU16818409;2024JJ00;4;                              ;        
40910;0.0.0 ;BU16818501;2024JJ00;5;                              ;        
40923;0.0.0 ;BU16818509;2024JJ00;2;                              ;        
40949;0.0.0 ;BU16818601;2024JJ00;3;                              ;        
40962;0.0.0 ;BU16818609;2024JJ00;1;                              ;        
40988;0.0.0 ;BU16818701;2024JJ00;4;                              ;        
41001;0.0.0 ;BU16818709;2024JJ00;13;                              ;        
41027;0.0.0 ;BU16818801;2024JJ00;6;                              ;        
41040;0.0.0 ;BU16818809;2024JJ00;9;                              ;        
41066;0.0.0 ;BU16818909;2024JJ00;13;                              ;        
41092;0.0.0 ;BU16819001;2024JJ00;1;                              ;        
41105;0.0.0 ;BU16819009;2024JJ00;19;                              ;        
41131;0.0.0 ;BU16819109;2024JJ00;3;                              ;        
41157;0.0.0 ;BU16819209;2024JJ00;3;                              ;        
41183;0.0.0 ;BU16819309;2024JJ00;3;                              ;        
41209;0.0.0 ;BU16819409;2024JJ00;3;                              ;        
41235;0.0.0 ;BU16819501;2024JJ00;3;                              ;        
41248;0.0.0 ;BU16819502;2024JJ00;0;                              ;        
41261;0.0.0 ;BU16819503;2024JJ00;16;                              ;        
41274;0.0.0 ;BU16819509;2024JJ00;20;                              ;        
41300;0.0.0 ;BU16819601;2024JJ00;3;                              ;        
41313;0.0.0 ;BU16819609;2024JJ00;6;                              ;        
41339;0.0.0 ;BU16819701;2024JJ00;7;                              ;        
41352;0.0.0 ;BU16819702;2024JJ00;43;                              ;        
41365;0.0.0 ;BU16819703;2024JJ00;15;                              ;        
41378;0.0.0 ;BU16819704;2024JJ00;7;                              ;        
41391;0.0.0 ;BU16819705;2024JJ00;6;                              ;        
41404;0.0.0 ;BU16819709;2024JJ00;9;                              ;        
41430;0.0.0 ;BU16819801;2024JJ00;4;                              ;        
41443;0.0.0 ;BU16819802;2024JJ00;3;                              ;        
41456;0.0.0 ;BU16819803;2024JJ00;4;                              ;        
41469;0.0.0 ;BU16819809;2024JJ00;10;                              ;        
41495;0.0.0 ;BU16819901;2024JJ00;5;                              ;        
41508;0.0.0 ;BU16819909;2024JJ00;3;                              ;        
41547;0.0.0 ;BU01470000;2024JJ00;56;                              ;        
41560;0.0.0 ;BU01470001;2024JJ00;205;                              ;        
41573;0.0.0 ;BU01470002;2024JJ00;19;                              ;        
41586;0.0.0 ;BU01470003;2024JJ00;47;                              ;        
41599;0.0.0 ;BU01470004;2024JJ00;26;                              ;        
41612;0.0.0 ;BU01470005;2024JJ00;14;                              ;        
41625;0.0.0 ;BU01470006;2024JJ00;48;                              ;        
41638;0.0.0 ;BU01470007;2024JJ00;14;                              ;        
41651;0.0.0 ;BU01470008;2024JJ00;36;                              ;        
41664;0.0.0 ;BU01470009;2024JJ00;162;                              ;        
41690;0.0.0 ;BU01470100;2024JJ00;4;                              ;        
41703;0.0.0 ;BU01470101;2024JJ00;18;                              ;        
41716;0.0.0 ;BU01470102;2024JJ00;22;                              ;        
41729;0.0.0 ;BU01470105;2024JJ00;1;                              ;        
41742;0.0.0 ;BU01470106;2024JJ00;4;                              ;        
41781;0.0.0 ;BU06540101;2024JJ00;7;                              ;        
41794;0.0.0 ;BU06540102;2024JJ00;9;                              ;        
41820;0.0.0 ;BU06540201;2024JJ00;13;                              ;        
41833;0.0.0 ;BU06540202;2024JJ00;19;                              ;        
41846;0.0.0 ;BU06540203;2024JJ00;1;                              ;        
41872;0.0.0 ;BU06540301;2024JJ00;3;                              ;        
41885;0.0.0 ;BU06540302;2024JJ00;0;                              ;        
41911;0.0.0 ;BU06540401;2024JJ00;8;                              ;        
41924;0.0.0 ;BU06540402;2024JJ00;3;                              ;        
41950;0.0.0 ;BU06540501;2024JJ00;102;                              ;        
41963;0.0.0 ;BU06540502;2024JJ00;10;                              ;        
41989;0.0.0 ;BU06540601;2024JJ00;10;                              ;        
42002;0.0.0 ;BU06540602;2024JJ00;1;                              ;        
42028;0.0.0 ;BU06540701;2024JJ00;13;                              ;        
42041;0.0.0 ;BU06540702;2024JJ00;3;                              ;        
42067;0.0.0 ;BU06540801;2024JJ00;16;                              ;        
42080;0.0.0 ;BU06540802;2024JJ00;5;                              ;        
42106;0.0.0 ;BU06540901;2024JJ00;19;                              ;        
42119;0.0.0 ;BU06540902;2024JJ00;9;                              ;        
42132;0.0.0 ;BU06540903;2024JJ00;23;                              ;        
42158;0.0.0 ;BU06541001;2024JJ00;7;                              ;        
42171;0.0.0 ;BU06541002;2024JJ00;2;                              ;        
42197;0.0.0 ;BU06541101;2024JJ00;8;                              ;        
42210;0.0.0 ;BU06541102;2024JJ00;5;                              ;        
42236;0.0.0 ;BU06541201;2024JJ00;13;                              ;        
42249;0.0.0 ;BU06541202;2024JJ00;13;                              ;        
42275;0.0.0 ;BU06541301;2024JJ00;59;                              ;        
42288;0.0.0 ;BU06541302;2024JJ00;9;                              ;        
42314;0.0.0 ;BU06541401;2024JJ00;1;                              ;        
42327;0.0.0 ;BU06541402;2024JJ00;2;                              ;        
42353;0.0.0 ;BU06541501;2024JJ00;60;                              ;        
42366;0.0.0 ;BU06541502;2024JJ00;6;                              ;        
42405;0.0.0 ;BU07570000;2024JJ00;373;                              ;        
42418;0.0.0 ;BU07570001;2024JJ00;191;                              ;        
42431;0.0.0 ;BU07570002;2024JJ00;133;                              ;        
42444;0.0.0 ;BU07570003;2024JJ00;98;                              ;        
42457;0.0.0 ;BU07570004;2024JJ00;34;                              ;        
42470;0.0.0 ;BU07570005;2024JJ00;27;                              ;        
42483;0.0.0 ;BU07570006;2024JJ00;19;                              ;        
42496;0.0.0 ;BU07570007;2024JJ00;39;                              ;        
42509;0.0.0 ;BU07570008;2024JJ00;9;                              ;        
42522;0.0.0 ;BU07570009;2024JJ00;8;                              ;        
42548;0.0.0 ;BU07570100;2024JJ00;17;                              ;        
42561;0.0.0 ;BU07570109;2024JJ00;9;                              ;        
42587;0.0.0 ;BU07570200;2024JJ00;49;                              ;        
42600;0.0.0 ;BU07570206;2024JJ00;3;                              ;        
42613;0.0.0 ;BU07570207;2024JJ00;8;                              ;        
42626;0.0.0 ;BU07570208;2024JJ00;10;                              ;        
42639;0.0.0 ;BU07570209;2024JJ00;25;                              ;        
42665;0.0.0 ;BU07573000;2024JJ00;29;                              ;        
42691;0.0.0 ;BU07573100;2024JJ00;15;                              ;        
42730;0.0.0 ;BU07580001;2024JJ00;237;                              ;        
42743;0.0.0 ;BU07580002;2024JJ00;576;                              ;        
42756;0.0.0 ;BU07580003;2024JJ00;117;                              ;        
42769;0.0.0 ;BU07580004;2024JJ00;411;                              ;        
42782;0.0.0 ;BU07580005;2024JJ00;530;                              ;        
42795;0.0.0 ;BU07580006;2024JJ00;1054;                              ;        
42821;0.0.0 ;BU07580100;2024JJ00;351;                              ;        
42834;0.0.0 ;BU07580101;2024JJ00;342;                              ;        
42847;0.0.0 ;BU07580102;2024JJ00;344;                              ;        
42860;0.0.0 ;BU07580103;2024JJ00;146;                              ;        
42873;0.0.0 ;BU07580104;2024JJ00;143;                              ;        
42886;0.0.0 ;BU07580105;2024JJ00;257;                              ;        
42899;0.0.0 ;BU07580106;2024JJ00;70;                              ;        
42912;0.0.0 ;BU07580107;2024JJ00;33;                              ;        
42938;0.0.0 ;BU07580200;2024JJ00;449;                              ;        
42951;0.0.0 ;BU07580201;2024JJ00;226;                              ;        
42964;0.0.0 ;BU07580202;2024JJ00;245;                              ;        
42977;0.0.0 ;BU07580203;2024JJ00;168;                              ;        
42990;0.0.0 ;BU07580204;2024JJ00;27;                              ;        
43003;0.0.0 ;BU07580205;2024JJ00;73;                              ;        
43029;0.0.0 ;BU07580300;2024JJ00;127;                              ;        
43042;0.0.0 ;BU07580301;2024JJ00;246;                              ;        
43055;0.0.0 ;BU07580302;2024JJ00;93;                              ;        
43068;0.0.0 ;BU07580303;2024JJ00;179;                              ;        
43081;0.0.0 ;BU07580309;2024JJ00;77;                              ;        
43107;0.0.0 ;BU07580400;2024JJ00;191;                              ;        
43120;0.0.0 ;BU07580401;2024JJ00;192;                              ;        
43146;0.0.0 ;BU07580500;2024JJ00;118;                              ;        
43159;0.0.0 ;BU07580501;2024JJ00;391;                              ;        
43172;0.0.0 ;BU07580502;2024JJ00;561;                              ;        
43185;0.0.0 ;BU07580503;2024JJ00;295;                              ;        
43198;0.0.0 ;BU07580504;2024JJ00;84;                              ;        
43211;0.0.0 ;BU07580505;2024JJ00;141;                              ;        
43224;0.0.0 ;BU07580506;2024JJ00;290;                              ;        
43237;0.0.0 ;BU07580507;2024JJ00;228;                              ;        
43250;0.0.0 ;BU07580508;2024JJ00;54;                              ;        
43263;0.0.0 ;BU07580509;2024JJ00;72;                              ;        
43289;0.0.0 ;BU07580600;2024JJ00;109;                              ;        
43302;0.0.0 ;BU07580601;2024JJ00;100;                              ;        
43315;0.0.0 ;BU07580602;2024JJ00;97;                              ;        
43328;0.0.0 ;BU07580603;2024JJ00;99;                              ;        
43341;0.0.0 ;BU07580604;2024JJ00;106;                              ;        
43354;0.0.0 ;BU07580605;2024JJ00;33;                              ;        
43367;0.0.0 ;BU07580606;2024JJ00;41;                              ;        
43380;0.0.0 ;BU07580607;2024JJ00;303;                              ;        
43393;0.0.0 ;BU07580609;2024JJ00;11;                              ;        
43419;0.0.0 ;BU07580700;2024JJ00;104;                              ;        
43432;0.0.0 ;BU07580701;2024JJ00;36;                              ;        
43445;0.0.0 ;BU07580709;2024JJ00;28;                              ;        
43471;0.0.0 ;BU07580800;2024JJ00;92;                              ;        
43484;0.0.0 ;BU07580809;2024JJ00;52;                              ;        
43510;0.0.0 ;BU07580900;2024JJ00;259;                              ;        
43523;0.0.0 ;BU07580909;2024JJ00;25;                              ;        
43549;0.0.0 ;BU07581000;2024JJ00;169;                              ;        
43562;0.0.0 ;BU07581008;2024JJ00;5;                              ;        
43575;0.0.0 ;BU07581009;2024JJ00;7;                              ;        
43614;0.0.0 ;BU18760000;2024JJ00;66;                              ;        
43627;0.0.0 ;BU18760001;2024JJ00;5;                              ;        
43640;0.0.0 ;BU18760002;2024JJ00;2;                              ;        
43653;0.0.0 ;BU18760004;2024JJ00;8;                              ;        
43666;0.0.0 ;BU18760005;2024JJ00;7;                              ;        
43679;0.0.0 ;BU18760006;2024JJ00;14;                              ;        
43692;0.0.0 ;BU18760007;2024JJ00;0;                              ;        
43705;0.0.0 ;BU18760008;2024JJ00;7;                              ;        
43718;0.0.0 ;BU18760009;2024JJ00;3;                              ;        
43744;0.0.0 ;BU18760100;2024JJ00;104;                              ;        
43757;0.0.0 ;BU18760101;2024JJ00;7;                              ;        
43770;0.0.0 ;BU18760102;2024JJ00;0;                              ;        
43783;0.0.0 ;BU18760103;2024JJ00;37;                              ;        
43796;0.0.0 ;BU18760104;2024JJ00;10;                              ;        
43809;0.0.0 ;BU18760105;2024JJ00;19;                              ;        
43835;0.0.0 ;BU18760200;2024JJ00;62;                              ;        
43848;0.0.0 ;BU18760201;2024JJ00;5;                              ;        
43861;0.0.0 ;BU18760202;2024JJ00;5;                              ;        
43874;0.0.0 ;BU18760203;2024JJ00;2;                              ;        
43887;0.0.0 ;BU18760204;2024JJ00;3;                              ;        
43900;0.0.0 ;BU18760207;2024JJ00;12;                              ;        
43913;0.0.0 ;BU18760208;2024JJ00;3;                              ;        
43926;0.0.0 ;BU18760209;2024JJ00;18;                              ;        
43952;0.0.0 ;BU18760300;2024JJ00;21;                              ;        
43965;0.0.0 ;BU18760301;2024JJ00;1;                              ;        
43978;0.0.0 ;BU18760302;2024JJ00;5;                              ;        
43991;0.0.0 ;BU18760303;2024JJ00;5;                              ;        
44004;0.0.0 ;BU18760304;2024JJ00;0;                              ;        
44017;0.0.0 ;BU18760305;2024JJ00;7;                              ;        
44030;0.0.0 ;BU18760306;2024JJ00;1;                              ;        
44043;0.0.0 ;BU18760307;2024JJ00;9;                              ;        
44056;0.0.0 ;BU18760308;2024JJ00;3;                              ;        
44069;0.0.0 ;BU18760309;2024JJ00;6;                              ;        
44082;0.0.0 ;BU18760310;2024JJ00;11;                              ;        
44108;0.0.0 ;BU18760400;2024JJ00;11;                              ;        
44121;0.0.0 ;BU18760401;2024JJ00;3;                              ;        
44134;0.0.0 ;BU18760402;2024JJ00;5;                              ;        
44147;0.0.0 ;BU18760403;2024JJ00;34;                              ;        
44160;0.0.0 ;BU18760404;2024JJ00;5;                              ;        
44173;0.0.0 ;BU18760405;2024JJ00;4;                              ;        
44186;0.0.0 ;BU18760406;2024JJ00;13;                              ;        
44199;0.0.0 ;BU18760407;2024JJ00;1;                              ;        
44212;0.0.0 ;BU18760408;2024JJ00;13;                              ;        
44225;0.0.0 ;BU18760409;2024JJ00;3;                              ;        
44238;0.0.0 ;BU18760410;2024JJ00;5;                              ;        
44277;0.0.0 ;BU02130100;2024JJ00;12;                              ;        
44290;0.0.0 ;BU02130101;2024JJ00;2;                              ;        
44303;0.0.0 ;BU02130102;2024JJ00;13;                              ;        
44329;0.0.0 ;BU02130200;2024JJ00;6;                              ;        
44355;0.0.0 ;BU02130300;2024JJ00;73;                              ;        
44368;0.0.0 ;BU02130301;2024JJ00;28;                              ;        
44381;0.0.0 ;BU02130302;2024JJ00;18;                              ;        
44394;0.0.0 ;BU02130303;2024JJ00;5;                              ;        
44407;0.0.0 ;BU02130304;2024JJ00;8;                              ;        
44420;0.0.0 ;BU02130305;2024JJ00;2;                              ;        
44433;0.0.0 ;BU02130306;2024JJ00;13;                              ;        
44446;0.0.0 ;BU02130307;2024JJ00;9;                              ;        
44459;0.0.0 ;BU02130308;2024JJ00;0;                              ;        
44472;0.0.0 ;BU02130309;2024JJ00;18;                              ;        
44485;0.0.0 ;BU02130310;2024JJ00;8;                              ;        
44498;0.0.0 ;BU02130311;2024JJ00;1;                              ;        
44511;0.0.0 ;BU02130312;2024JJ00;5;                              ;        
44524;0.0.0 ;BU02130313;2024JJ00;0;                              ;        
44537;0.0.0 ;BU02130314;2024JJ00;14;                              ;        
44550;0.0.0 ;BU02130315;2024JJ00;11;                              ;        
44563;0.0.0 ;BU02130316;2024JJ00;3;                              ;        
44576;0.0.0 ;BU02130317;2024JJ00;20;                              ;        
44602;0.0.0 ;BU02130400;2024JJ00;9;                              ;        
44615;0.0.0 ;BU02130401;2024JJ00;3;                              ;        
44628;0.0.0 ;BU02130402;2024JJ00;1;                              ;        
44654;0.0.0 ;BU02130500;2024JJ00;6;                              ;        
44667;0.0.0 ;BU02130501;2024JJ00;5;                              ;        
44680;0.0.0 ;BU02130502;2024JJ00;3;                              ;        
44706;0.0.0 ;BU02130600;2024JJ00;49;                              ;        
44719;0.0.0 ;BU02130601;2024JJ00;23;                              ;        
44732;0.0.0 ;BU02130602;2024JJ00;39;                              ;        
44745;0.0.0 ;BU02130603;2024JJ00;13;                              ;        
44758;0.0.0 ;BU02130604;2024JJ00;7;                              ;        
44771;0.0.0 ;BU02130605;2024JJ00;49;                              ;        
44784;0.0.0 ;BU02130606;2024JJ00;10;                              ;        
44797;0.0.0 ;BU02130607;2024JJ00;1;                              ;        
44810;0.0.0 ;BU02130608;2024JJ00;5;                              ;        
44823;0.0.0 ;BU02130609;2024JJ00;12;                              ;        
44836;0.0.0 ;BU02130610;2024JJ00;11;                              ;        
44875;0.0.0 ;BU08990124;2024JJ00;11;                              ;        
44888;0.0.0 ;BU08990126;2024JJ00;44;                              ;        
44901;0.0.0 ;BU08990134;2024JJ00;86;                              ;        
44914;0.0.0 ;BU08990135;2024JJ00;46;                              ;        
44927;0.0.0 ;BU08990136;2024JJ00;14;                              ;        
44940;0.0.0 ;BU08990144;2024JJ00;50;                              ;        
44966;0.0.0 ;BU08990201;2024JJ00;20;                              ;        
44979;0.0.0 ;BU08990202;2024JJ00;8;                              ;        
44992;0.0.0 ;BU08990203;2024JJ00;39;                              ;        
45005;0.0.0 ;BU08990204;2024JJ00;15;                              ;        
45018;0.0.0 ;BU08990205;2024JJ00;43;                              ;        
45031;0.0.0 ;BU08990207;2024JJ00;75;                              ;        
45044;0.0.0 ;BU08990208;2024JJ00;26;                              ;        
45057;0.0.0 ;BU08990209;2024JJ00;19;                              ;        
45070;0.0.0 ;BU08990225;2024JJ00;9;                              ;        
45083;0.0.0 ;BU08990242;2024JJ00;5;                              ;        
45096;0.0.0 ;BU08990243;2024JJ00;3;                              ;        
45122;0.0.0 ;BU08990314;2024JJ00;20;                              ;        
45135;0.0.0 ;BU08990315;2024JJ00;16;                              ;        
45148;0.0.0 ;BU08990316;2024JJ00;34;                              ;        
45161;0.0.0 ;BU08990317;2024JJ00;65;                              ;        
45174;0.0.0 ;BU08990318;2024JJ00;26;                              ;        
45187;0.0.0 ;BU08990332;2024JJ00;2;                              ;        
45200;0.0.0 ;BU08990333;2024JJ00;8;                              ;        
45213;0.0.0 ;BU08990337;2024JJ00;0;                              ;        
45226;0.0.0 ;BU08990339;2024JJ00;15;                              ;        
45239;0.0.0 ;BU08990340;2024JJ00;47;                              ;        
45252;0.0.0 ;BU08990345;2024JJ00;12;                              ;        
45278;0.0.0 ;BU08990428;2024JJ00;18;                              ;        
45291;0.0.0 ;BU08990429;2024JJ00;34;                              ;        
45304;0.0.0 ;BU08990430;2024JJ00;54;                              ;        
45317;0.0.0 ;BU08990431;2024JJ00;17;                              ;        
45330;0.0.0 ;BU08990438;2024JJ00;4;                              ;        
45343;0.0.0 ;BU08990441;2024JJ00;26;                              ;        
45369;0.0.0 ;BU08990506;2024JJ00;33;                              ;        
45382;0.0.0 ;BU08990510;2024JJ00;12;                              ;        
45395;0.0.0 ;BU08990511;2024JJ00;18;                              ;        
45408;0.0.0 ;BU08990512;2024JJ00;91;                              ;        
45421;0.0.0 ;BU08990513;2024JJ00;40;                              ;        
45434;0.0.0 ;BU08990519;2024JJ00;31;                              ;        
45447;0.0.0 ;BU08990520;2024JJ00;13;                              ;        
45460;0.0.0 ;BU08990521;2024JJ00;32;                              ;        
45473;0.0.0 ;BU08990522;2024JJ00;15;                              ;        
45486;0.0.0 ;BU08990523;2024JJ00;31;                              ;        
45499;0.0.0 ;BU08990527;2024JJ00;17;                              ;        
45538;0.0.0 ;BU03120000;2024JJ00;175;                              ;        
45551;0.0.0 ;BU03120001;2024JJ00;6;                              ;        
45564;0.0.0 ;BU03120008;2024JJ00;39;                              ;        
