starting_row_count,final_row_count,starting_column_count,final_base_columns,final_spatial_columns,final_boundary_columns,n_columns_dropped_missingness,selected_spillover_variables,avg_neighbors,min_neighbors,max_neighbors,pct_islands,boundary_islands,exported_files
14494,14494,123,102,115,108,36,"['a_inw', 'a_woning', 'a_bedv', 'a_pau', 'a_opp_ha', 'a_ll']",5.731199116875949,0,36,0.06899406651028012,10,"['datasets/model_ready/model_ready_base.csv', 'datasets/model_ready/model_ready_spatial.csv', 'datasets/model_ready/model_ready_spatial.gpkg', 'datasets/model_ready/model_ready_boundary.csv', 'datasets/model_ready/model_ready_boundary.gpkg']"
